LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V206_yakun, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V207_katei, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V208_nañu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V209_nuntxa'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V210_ntiku'unini, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V211_saya'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,sa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a <2>,isa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a <2>
V212_ku'ni, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-i-o] <13>,iɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o] <14>
V213_kaan, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V214_yata, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V215_ka'ntxi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V216_xuun, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V217_tuun, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V218_chikava'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V219_ntakaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,sa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a <2>,isa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a <2>
V220_chikanii, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V221_yivintxaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V222_chikili, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V223_txa'ntxa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V224_kuntasi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V225_kuntakaa, ⇌ iɕi / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <17>, ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <21>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V226_cho'o, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V227_kuva'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V228_kee, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V229_kai, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V230_ka'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V231_sakuachi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V232_shita, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V233_ntakaxi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
